sample,universe,overlay,state,n_configs,median_high_minus_low,positive_spread_share,median_low_uplift,median_high_uplift
OOS,KOSDAQ,ACT5_KEEP_TOP70,FACTOR_TOP_TA_SHARE,90,0.006055242424103106,0.5222222222222223,0.014294990586683522,-0.007447362330126001
OOS,KOSDAQ,ACT5_KEEP_TOP70,KOSDAQ_TA_SHARE,96,0.03928626971166841,0.5625,0.002906915951072624,0.02401195945766523
OOS,KOSDAQ,ACT5_KEEP_TOP70,MKT_ACT1,96,0.03888056457197904,0.6458333333333334,0.006591969691441783,0.030653084340227135
OOS,KOSDAQ,ACT5_KEEP_TOP70,MKT_ACT1_BREADTH,96,0.026353060205507532,0.6145833333333334,0.015115180515981123,0.05033343771867954
OOS,KOSDAQ,ACT5_KEEP_TOP70,MKT_ACT5,96,0.035215477017919807,0.6875,0.0052149609460960845,0.056638249090307985
OOS,KOSDAQ,ACT5_KEEP_TOP70,MKT_ACT5_BREADTH,96,0.016389939395779568,0.53125,0.03687861629275481,0.018462328516542094
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,FACTOR_TOP_ACT5_BREADTH,96,-0.015787040783450813,0.4166666666666667,0.04843046064415863,0.006442982242886239
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,FACTOR_TOP_REL_ACT5,96,-0.02548032625519353,0.4375,0.012922890257927816,-0.0158289448933498
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,FACTOR_TOP_TA_SHARE,78,-0.050999491800551695,0.38461538461538464,0.014434538723383211,-0.03559644115005535
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,KOSDAQ_TA_SHARE,96,0.006986811490650365,0.53125,0.00716176760039975,0.010267300481593362
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,MKT_ACT1,96,-0.025413840898397096,0.40625,0.0172393680652618,0.006007676398826775
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,MKT_ACT1_BREADTH,96,-0.10773622980313692,0.3125,0.024349778367466386,-0.05103221227017811
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,MKT_ACT5,96,0.009280365271279858,0.53125,0.004119228864890575,0.0006920885314738857
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,MKT_ACT5_BREADTH,96,-0.0034403561118031365,0.46875,0.013409810178663004,0.02675835168181441
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,FACTOR_TOP_ACT5_BREADTH,96,0.003991308359609275,0.5,0.028649494099394966,0.038530631314135436
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,FACTOR_TOP_REL_ACT5,96,0.03744765017469512,0.65625,0.0017006771333294237,0.029797970663386852
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,FACTOR_TOP_TA_SHARE,78,-0.057486076936756475,0.4230769230769231,0.05989915779260796,0.012074610897029932
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,KOSDAQ_TA_SHARE,96,-0.002971486587009936,0.4791666666666667,0.03724142393912548,0.031046594612262186
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT1,96,0.007081447879147263,0.53125,0.05872634370406912,0.03658875483048718
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT1_BREADTH,96,-0.05116347294695577,0.375,0.057959475872624455,0.009399005655053541
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT5,96,0.041758095141132434,0.625,0.03530426351863453,0.04354526554899369
OOS,KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT5_BREADTH,96,-0.015997016549858457,0.40625,0.05288730495538449,0.01927291588366878
OOS,KOSPI_ALL,ACT1_W10,FACTOR_TOP_ACT5_BREADTH,96,-0.05865350401483304,0.3125,0.0488147264091789,-0.018302304389923873
OOS,KOSPI_ALL,ACT1_W10,FACTOR_TOP_REL_ACT5,96,0.024624948311534646,0.65625,-0.013048149542150278,0.025861496273639237
OOS,KOSPI_ALL,ACT1_W10,FACTOR_TOP_TA_SHARE,84,0.033773172975124874,0.7023809523809523,-0.028144407933860967,0.006479504620565647
OOS,KOSPI_ALL,ACT1_W10,KOSDAQ_TA_SHARE,96,-0.027459315115392843,0.4583333333333333,0.04744625079762055,0.018758168406266186
OOS,KOSPI_ALL,ACT1_W10,MKT_ACT1,96,-0.03599569579632824,0.375,0.04474906837891883,0.015227844571393116
OOS,KOSPI_ALL,ACT1_W10,MKT_ACT1_BREADTH,96,-0.07845686732661468,0.21875,0.038484984154537036,-0.016517773281488193
OOS,KOSPI_ALL,ACT1_W10,MKT_ACT5,96,0.017387814766563245,0.5625,-0.01752516115903883,-0.018961787272066044
OOS,KOSPI_ALL,ACT1_W10,MKT_ACT5_BREADTH,96,-0.040290006608151005,0.375,0.01887274196926605,-0.00704724856455285
OOS,KOSPI_ALL,ACT5_KEEP_TOP70,FACTOR_TOP_ACT5_BREADTH,96,-0.025006270516340037,0.375,0.026685072651084128,-0.012087498759157139
OOS,KOSPI_ALL,ACT5_KEEP_TOP70,FACTOR_TOP_REL_ACT5,96,0.012765392567516472,0.5208333333333334,0.013489323754227458,0.016021598640003187
OOS,KOSPI_ALL,ACT5_KEEP_TOP70,FACTOR_TOP_TA_SHARE,84,-0.0220498974389196,0.39285714285714285,0.007009058725003176,-0.023703551343314453
OOS,KOSPI_ALL,ACT5_KEEP_TOP70,KOSDAQ_TA_SHARE,96,-0.04122743398596588,0.25,0.012748602891219912,-0.015191512783630566
OOS,KOSPI_ALL,ACT5_KEEP_TOP70,MKT_ACT1,96,-0.03332253238829775,0.34375,0.02373284293053717,-0.020738563024153313
OOS,KOSPI_ALL,ACT5_KEEP_TOP70,MKT_ACT1_BREADTH,96,-0.06643342179970402,0.25,0.009555295384889606,-0.0414509893120229
OOS,KOSPI_ALL,ACT5_KEEP_TOP70,MKT_ACT5,96,-0.004519052547337496,0.46875,-0.013825541527824257,-0.005687959783891729
OOS,KOSPI_ALL,ACT5_KEEP_TOP70,MKT_ACT5_BREADTH,96,-0.02966432605019713,0.34375,0.03410397717967592,-0.012706950259036443
OOS,KOSPI_EX_K200,ACT1_W10,FACTOR_TOP_ACT5_BREADTH,96,-0.011912782469788628,0.3958333333333333,0.017793877704977677,-0.01170685594084551
OOS,KOSPI_EX_K200,ACT1_W10,FACTOR_TOP_REL_ACT5,90,-0.022422806418929773,0.43333333333333335,0.02694397675828024,-0.0030178785062274756
OOS,KOSPI_EX_K200,ACT1_W10,FACTOR_TOP_TA_SHARE,84,0.025643357324857077,0.5357142857142857,0.00609542211936033,0.024509222089886012
OOS,KOSPI_EX_K200,ACT1_W10,KOSDAQ_TA_SHARE,96,-0.005026738784446442,0.4375,0.02873620800225096,0.005382407609045635
OOS,KOSPI_EX_K200,ACT1_W10,MKT_ACT1,96,-0.016182056852826823,0.3645833333333333,0.020953866278130708,0.005747857313956652
OOS,KOSPI_EX_K200,ACT1_W10,MKT_ACT1_BREADTH,96,-0.07134494877521717,0.14583333333333334,0.021557448442946804,-0.025558298619346893
OOS,KOSPI_EX_K200,ACT1_W10,MKT_ACT5,96,-0.03124296852772568,0.3541666666666667,0.00627853104435523,-0.013737725844148771
OOS,KOSPI_EX_K200,ACT1_W10,MKT_ACT5_BREADTH,96,-0.011558847464464986,0.46875,0.019664585635709993,0.011449667126936723
OOS,KOSPI_EX_K200,ACT5_KEEP_TOP70,FACTOR_TOP_ACT5_BREADTH,96,0.022341337760634156,0.5520833333333334,-0.007733128388186062,0.018258978228000093
OOS,KOSPI_EX_K200,ACT5_KEEP_TOP70,FACTOR_TOP_REL_ACT5,90,0.000995521050560682,0.5,0.023797890316163462,0.0077544338622491885
OOS,KOSPI_EX_K200,ACT5_KEEP_TOP70,FACTOR_TOP_TA_SHARE,84,0.05935467438392769,0.6785714285714286,-0.004459727578260426,0.05417888316248588
OOS,KOSPI_EX_K200,ACT5_KEEP_TOP70,KOSDAQ_TA_SHARE,96,-0.03276618268374121,0.3125,0.0699603790634167,0.010829895766220763
OOS,KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT1,96,-0.06308605711429582,0.28125,0.03845798050616625,-0.03853343917114674
OOS,KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT1_BREADTH,96,-0.05734438767743073,0.1875,0.04647818585647649,-0.028484624793746763
OOS,KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT5,96,-0.0029470429226046563,0.5,0.011204240509871444,-0.009880930545478806
OOS,KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT5_BREADTH,96,0.004081596157825941,0.5208333333333334,0.030928995864548822,0.043215673926258295
OOS,KOSPI_KOSDAQ_ALL,ACT1_W10,FACTOR_TOP_ACT5_BREADTH,96,-0.01411789451545225,0.5,0.026659681552016593,-0.007659418341135711
OOS,KOSPI_KOSDAQ_ALL,ACT1_W10,FACTOR_TOP_REL_ACT5,96,-0.019965844073289853,0.46875,0.005509094027778079,-0.03841017027046817
OOS,KOSPI_KOSDAQ_ALL,ACT1_W10,FACTOR_TOP_TA_SHARE,78,-0.00584315795042731,0.4358974358974359,0.003259189239013162,-0.04422146960608596
OOS,KOSPI_KOSDAQ_ALL,ACT1_W10,KOSDAQ_TA_SHARE,96,-0.027543699951856578,0.46875,0.009578685763985193,0.018049345316976193
OOS,KOSPI_KOSDAQ_ALL,ACT1_W10,MKT_ACT1,96,-0.05968700693724959,0.375,0.01747465349879148,-0.004876318961562943
OOS,KOSPI_KOSDAQ_ALL,ACT1_W10,MKT_ACT1_BREADTH,96,-0.14722769481043307,0.2604166666666667,0.03588379039105824,-0.07392636692418057
OOS,KOSPI_KOSDAQ_ALL,ACT1_W10,MKT_ACT5,96,-0.023906825182292715,0.40625,-0.014437368032349757,-0.010576490754827224
OOS,KOSPI_KOSDAQ_ALL,ACT1_W10,MKT_ACT5_BREADTH,96,-0.0005200593247724535,0.4895833333333333,0.01626008338493188,-0.017955002086026014
OOS,KOSPI_KOSDAQ_ALL,ACT5_KEEP_TOP70,FACTOR_TOP_ACT5_BREADTH,96,-0.01578036100014743,0.4375,0.027318018802385123,0.01760237125473238
OOS,KOSPI_KOSDAQ_ALL,ACT5_KEEP_TOP70,FACTOR_TOP_REL_ACT5,96,-0.0342646595812772,0.40625,0.026199958114074055,-0.009009822282670416
OOS,KOSPI_KOSDAQ_ALL,ACT5_KEEP_TOP70,FACTOR_TOP_TA_SHARE,78,0.021514945742733292,0.5641025641025641,0.0068084867947805685,0.03900670182763848
OOS,KOSPI_KOSDAQ_ALL,ACT5_KEEP_TOP70,KOSDAQ_TA_SHARE,96,-0.04025886781092904,0.34375,0.026022190144056594,-0.009084167833597181
OOS,KOSPI_KOSDAQ_ALL,ACT5_KEEP_TOP70,MKT_ACT1,96,0.017807278332544373,0.6041666666666666,0.022330599279620694,0.018933425166642853
OOS,KOSPI_KOSDAQ_ALL,ACT5_KEEP_TOP70,MKT_ACT1_BREADTH,96,-0.02632339464363227,0.3229166666666667,0.028158941034273313,-0.006506636066446506
OOS,KOSPI_KOSDAQ_ALL,ACT5_KEEP_TOP70,MKT_ACT5,96,-0.03416591293340905,0.40625,0.023589215920878287,0.020639334449467618
OOS,KOSPI_KOSDAQ_ALL,ACT5_KEEP_TOP70,MKT_ACT5_BREADTH,96,-0.045141184232242164,0.34375,0.052615997309570436,0.02507102453152988
TRAIN,K200,ACT1_W10,FACTOR_TOP_ACT5_BREADTH,96,-0.004743336457605611,0.4375,-0.0017328845797534454,-0.004203514823526649
TRAIN,K200,ACT1_W10,FACTOR_TOP_REL_ACT5,96,-0.023411107177146583,0.375,0.004619862621784502,-0.011506301601305453
TRAIN,K200,ACT1_W10,FACTOR_TOP_TA_SHARE,96,-0.008584566545417957,0.40625,0.003917122603894317,-0.005177263314662924
TRAIN,K200,ACT1_W10,KOSDAQ_TA_SHARE,96,-0.02047839635994431,0.375,-0.01121667366374186,-0.01566464968302834
TRAIN,K200,ACT1_W10,MKT_ACT1,96,0.006118378748050791,0.5833333333333334,-0.012964130247305847,0.0007257643545405261
TRAIN,K200,ACT1_W10,MKT_ACT1_BREADTH,96,0.0023102204792632107,0.5520833333333334,-0.012988806558879538,-0.002057903185317554
TRAIN,K200,ACT1_W10,MKT_ACT5,96,0.017143185558603877,0.65625,-0.013771784782529665,-0.004012895139109397
TRAIN,K200,ACT1_W10,MKT_ACT5_BREADTH,96,0.021580336425079297,0.625,-0.012472341907109111,0.0010782842391396702
TRAIN,K200,ACT5_KEEP_TOP70,FACTOR_TOP_ACT5_BREADTH,96,-0.019007784364036245,0.34375,-0.0033868218321145534,-0.011551622514044877
TRAIN,K200,ACT5_KEEP_TOP70,FACTOR_TOP_REL_ACT5,96,-0.004314690607203801,0.4895833333333333,-0.01661146595309103,-0.02649963153528613
TRAIN,K200,ACT5_KEEP_TOP70,FACTOR_TOP_TA_SHARE,96,-0.040076568101011,0.34375,0.005371587476454123,-0.031968088618845716
TRAIN,K200,ACT5_KEEP_TOP70,KOSDAQ_TA_SHARE,96,-0.002893238114656055,0.46875,-0.02953786430764334,-0.025574467253185254
TRAIN,K200,ACT5_KEEP_TOP70,MKT_ACT1,96,-0.028757545758910277,0.3125,0.00395588821534382,-0.03633540365853837
TRAIN,K200,ACT5_KEEP_TOP70,MKT_ACT1_BREADTH,96,-0.014542330201629296,0.4166666666666667,-0.015555991672965775,-0.036853543139318906
TRAIN,K200,ACT5_KEEP_TOP70,MKT_ACT5,96,-0.005985605405330307,0.4375,-0.016793687252688413,-0.01867960387863457
TRAIN,K200,ACT5_KEEP_TOP70,MKT_ACT5_BREADTH,96,-0.008890650000263485,0.46875,-0.010128310987764084,-0.011462736340456407
TRAIN,KOSDAQ,ACT1_W10,FACTOR_TOP_ACT5_BREADTH,96,-0.020429885452017252,0.3020833333333333,0.027666903004769646,0.005980618852073669
TRAIN,KOSDAQ,ACT1_W10,FACTOR_TOP_REL_ACT5,96,-0.00378276806580383,0.5,0.02017438682046973,0.017381032175570403
TRAIN,KOSDAQ,ACT1_W10,FACTOR_TOP_TA_SHARE,96,0.0006948878583066097,0.5,0.023756805291977687,0.02321737124919368
TRAIN,KOSDAQ,ACT1_W10,KOSDAQ_TA_SHARE,96,0.024209142985255915,0.6145833333333334,0.019653408421024428,0.02071807646018444
TRAIN,KOSDAQ,ACT1_W10,MKT_ACT1,96,-0.020889799753887554,0.375,0.019207261840682655,0.003608571404775801
TRAIN,KOSDAQ,ACT1_W10,MKT_ACT1_BREADTH,96,-0.024084349855506462,0.2604166666666667,0.02957762336913696,0.0071255041100591835
TRAIN,KOSDAQ,ACT1_W10,MKT_ACT5,96,-0.003399087206940105,0.4895833333333333,0.01492980631926982,0.01186222511034437
TRAIN,KOSDAQ,ACT1_W10,MKT_ACT5_BREADTH,96,-0.02317682253017742,0.3020833333333333,0.03397951581718883,0.010511305278191245
TRAIN,KOSDAQ,ACT5_KEEP_TOP70,FACTOR_TOP_ACT5_BREADTH,96,0.01703535300795902,0.6145833333333334,-0.0009351325680381072,0.02053776343530655
TRAIN,KOSDAQ,ACT5_KEEP_TOP70,FACTOR_TOP_REL_ACT5,96,0.01751624065817851,0.59375,0.008166208978828114,0.019469266419270125
TRAIN,KOSDAQ,ACT5_KEEP_TOP70,FACTOR_TOP_TA_SHARE,96,0.011168358262172563,0.5625,0.004703704218251657,0.017492675870481058
TRAIN,KOSDAQ,ACT5_KEEP_TOP70,KOSDAQ_TA_SHARE,96,0.005042500206401298,0.53125,0.026848273900186292,0.013269712686917722
TRAIN,KOSDAQ,ACT5_KEEP_TOP70,MKT_ACT1,96,-0.050157785617687536,0.21875,0.01744324291738296,-0.02459481996439915
TRAIN,KOSDAQ,ACT5_KEEP_TOP70,MKT_ACT1_BREADTH,96,-0.01974671005227046,0.34375,0.03431481344922245,0.01530425131944171
TRAIN,KOSDAQ,ACT5_KEEP_TOP70,MKT_ACT5,96,-0.022484165157465163,0.4375,0.018433617545206026,-0.010662604119120643
TRAIN,KOSDAQ,ACT5_KEEP_TOP70,MKT_ACT5_BREADTH,96,-0.033856170596586396,0.28125,0.029581701847664114,0.009102532593333459
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,FACTOR_TOP_ACT5_BREADTH,96,-0.01975824981093694,0.3958333333333333,0.025582325447570393,0.01387252291714015
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,FACTOR_TOP_REL_ACT5,96,-0.012784055004260714,0.4375,0.0310378823359468,0.0024437812804596806
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,FACTOR_TOP_TA_SHARE,96,-0.00895519121126117,0.4375,0.0282725674761625,0.011261620258270112
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,KOSDAQ_TA_SHARE,96,0.02031649653916016,0.65625,0.0023251065477490115,0.0344350544116082
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,MKT_ACT1,96,-0.0337746537933972,0.3958333333333333,0.03322398814988793,0.00604450814634554
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,MKT_ACT1_BREADTH,96,-0.00376266537231644,0.4583333333333333,0.018965608081704412,0.020394390575870145
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,MKT_ACT5,96,-0.06482065736227322,0.19791666666666666,0.04969073329166136,-0.003618616960997476
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,MKT_ACT5_BREADTH,96,-0.019745515376458425,0.3125,0.020130724912926525,-0.0008729522896702691
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,FACTOR_TOP_ACT5_BREADTH,96,-0.02376972948983464,0.3333333333333333,0.03399899853416417,-0.0030339830341260996
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,FACTOR_TOP_REL_ACT5,96,-0.023899201424368285,0.375,0.02000143545767866,0.0008091421669064093
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,FACTOR_TOP_TA_SHARE,96,-0.003113574449301584,0.46875,0.014348678127655695,-0.00227265419785208
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,KOSDAQ_TA_SHARE,96,0.015707077158821633,0.625,0.007924467531403885,-0.004962321816367295
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT1,96,-0.055985458057231804,0.13541666666666666,0.03880973448465293,-0.02676297539469224
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT1_BREADTH,96,0.008761558236947058,0.5520833333333334,0.012202342158612718,0.01864376064084846
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT5,96,-0.056695289100574114,0.15625,0.04055543517962306,-0.025705162293026655
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT5_BREADTH,96,-0.017202194271826975,0.46875,0.003186574325633064,-0.005214367391995923
TRAIN,KOSPI_ALL,ACT1_W10,FACTOR_TOP_ACT5_BREADTH,96,-0.021152618699777387,0.34375,0.011936575253015013,-0.01982384809789208
TRAIN,KOSPI_ALL,ACT1_W10,FACTOR_TOP_REL_ACT5,96,-0.02886516008267856,0.3541666666666667,0.017419298689631487,-0.014986241334755413
TRAIN,KOSPI_ALL,ACT1_W10,FACTOR_TOP_TA_SHARE,96,-0.022250902596931174,0.3333333333333333,0.008369638871089116,-0.012999597511875072
TRAIN,KOSPI_ALL,ACT1_W10,KOSDAQ_TA_SHARE,96,-0.013872491465055625,0.2916666666666667,-0.010678239083429148,-0.009541308083734806
TRAIN,KOSPI_ALL,ACT1_W10,MKT_ACT1,96,-0.020493608968542194,0.3125,0.013570513158683961,-0.022715856637366607
TRAIN,KOSPI_ALL,ACT1_W10,MKT_ACT1_BREADTH,96,-0.002527855539881304,0.4375,0.00538318114331199,-0.015015631322026872
TRAIN,KOSPI_ALL,ACT1_W10,MKT_ACT5,96,-0.00951582053486413,0.4270833333333333,-0.0075735625108049,-0.020973718456767307
TRAIN,KOSPI_ALL,ACT1_W10,MKT_ACT5_BREADTH,96,0.010803617445292686,0.6145833333333334,-0.02532600787400213,-0.02318463192374879
TRAIN,KOSPI_ALL,ACT5_KEEP_TOP70,FACTOR_TOP_ACT5_BREADTH,96,-0.0033050176520338717,0.4791666666666667,-0.018450897199028315,-0.030111243214770614
TRAIN,KOSPI_ALL,ACT5_KEEP_TOP70,FACTOR_TOP_REL_ACT5,96,0.01959678585455677,0.6041666666666666,-0.03504656883334244,-0.012460096520705309
TRAIN,KOSPI_ALL,ACT5_KEEP_TOP70,FACTOR_TOP_TA_SHARE,96,0.024450923730374413,0.6875,-0.026255183638316203,-0.009139009787435811
TRAIN,KOSPI_ALL,ACT5_KEEP_TOP70,KOSDAQ_TA_SHARE,96,0.017658124283682925,0.6354166666666666,-0.03600670795856627,-0.012643616404316896
TRAIN,KOSPI_ALL,ACT5_KEEP_TOP70,MKT_ACT1,96,-0.0268652223318517,0.3541666666666667,-0.014541848946055279,-0.03671209576011093
TRAIN,KOSPI_ALL,ACT5_KEEP_TOP70,MKT_ACT1_BREADTH,96,-0.004375645998852748,0.4583333333333333,-0.02335110767225672,-0.032652419179696565
TRAIN,KOSPI_ALL,ACT5_KEEP_TOP70,MKT_ACT5,96,-0.015731432955154875,0.375,-0.01510176442435647,-0.038208812049759955
TRAIN,KOSPI_ALL,ACT5_KEEP_TOP70,MKT_ACT5_BREADTH,96,-0.008472034530914004,0.375,-0.03418129356266196,-0.040367587364001
TRAIN,KOSPI_EX_K200,ACT1_W10,FACTOR_TOP_ACT5_BREADTH,96,-0.022099495948696292,0.25,0.016057938233168347,-0.005466170873459202
TRAIN,KOSPI_EX_K200,ACT1_W10,FACTOR_TOP_REL_ACT5,96,0.002876169641080721,0.53125,0.009402650349851594,0.004269836514864345
TRAIN,KOSPI_EX_K200,ACT1_W10,FACTOR_TOP_TA_SHARE,96,-0.012446637243704428,0.375,0.012843636714308444,0.0034824072600402583
TRAIN,KOSPI_EX_K200,ACT1_W10,KOSDAQ_TA_SHARE,96,0.009804627612249001,0.6770833333333334,-0.004902974255045579,0.011133026936554604
TRAIN,KOSPI_EX_K200,ACT1_W10,MKT_ACT1,96,-0.00923644517730596,0.4166666666666667,0.016005471511795405,0.004370716459833212
TRAIN,KOSPI_EX_K200,ACT1_W10,MKT_ACT1_BREADTH,96,-0.01824697601370525,0.3229166666666667,0.006671025457282127,-0.00888067882230072
TRAIN,KOSPI_EX_K200,ACT1_W10,MKT_ACT5,96,-0.014566383067815138,0.34375,0.016489281462016732,0.004806513791346296
TRAIN,KOSPI_EX_K200,ACT1_W10,MKT_ACT5_BREADTH,96,-0.029481063773909882,0.1875,0.016028539765036202,-0.020038746913008283
TRAIN,KOSPI_EX_K200,ACT5_KEEP_TOP70,FACTOR_TOP_ACT5_BREADTH,96,-0.021687620367192018,0.40625,-0.0019216799684531206,-0.02764412361464643
TRAIN,KOSPI_EX_K200,ACT5_KEEP_TOP70,FACTOR_TOP_REL_ACT5,96,-0.0024040255366002696,0.4583333333333333,-0.012978013128681904,-0.008406468948227181
TRAIN,KOSPI_EX_K200,ACT5_KEEP_TOP70,FACTOR_TOP_TA_SHARE,96,-0.012407164962677221,0.46875,-0.027921750205935375,-0.02125663321981392
