universe,overlay,state,train_spread,oos_spread,same_sign,train_positive_share,oos_positive_share
KOSPI_KOSDAQ_ALL,ACT5_KEEP_TOP70,FACTOR_TOP_ACT5_BREADTH,-0.018888669215586205,-0.01578036100014743,True,0.3333333333333333,0.4375
KOSPI_KOSDAQ_ALL,ACT5_KEEP_TOP70,FACTOR_TOP_TA_SHARE,0.012030117797378611,0.021514945742733292,True,0.5625,0.5641025641025641
KOSPI_KOSDAQ_ALL,ACT5_KEEP_TOP70,FACTOR_TOP_REL_ACT5,0.015556933796282625,-0.0342646595812772,False,0.625,0.40625
KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,MKT_ACT1,-0.0337746537933972,-0.025413840898397096,True,0.3958333333333333,0.40625
KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,MKT_ACT5,-0.06482065736227322,0.009280365271279858,False,0.19791666666666666,0.53125
KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,MKT_ACT1_BREADTH,-0.00376266537231644,-0.10773622980313692,True,0.4583333333333333,0.3125
KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,MKT_ACT5_BREADTH,-0.019745515376458425,-0.0034403561118031365,True,0.3125,0.46875
KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,KOSDAQ_TA_SHARE,0.02031649653916016,0.006986811490650365,True,0.65625,0.53125
KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,FACTOR_TOP_ACT5_BREADTH,-0.01975824981093694,-0.015787040783450813,True,0.3958333333333333,0.4166666666666667
KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,FACTOR_TOP_TA_SHARE,-0.00895519121126117,-0.050999491800551695,True,0.4375,0.38461538461538464
KOSDAQ_PLUS_KOSPI_EX_K200,ACT1_W10,FACTOR_TOP_REL_ACT5,-0.012784055004260714,-0.02548032625519353,True,0.4375,0.4375
KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT1,-0.055985458057231804,0.007081447879147263,False,0.13541666666666666,0.53125
KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT5,-0.056695289100574114,0.041758095141132434,False,0.15625,0.625
KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT1_BREADTH,0.008761558236947058,-0.05116347294695577,False,0.5520833333333334,0.375
KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,MKT_ACT5_BREADTH,-0.017202194271826975,-0.015997016549858457,True,0.46875,0.40625
KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,KOSDAQ_TA_SHARE,0.015707077158821633,-0.002971486587009936,False,0.625,0.4791666666666667
KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,FACTOR_TOP_ACT5_BREADTH,-0.02376972948983464,0.003991308359609275,False,0.3333333333333333,0.5
KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,FACTOR_TOP_TA_SHARE,-0.003113574449301584,-0.057486076936756475,True,0.46875,0.4230769230769231
KOSDAQ_PLUS_KOSPI_EX_K200,ACT5_KEEP_TOP70,FACTOR_TOP_REL_ACT5,-0.023899201424368285,0.03744765017469512,False,0.375,0.65625
