universe,metric,strategy,sample,phase,family,n_dates,net_delta_30
KOSDAQ,ACT5,LOW30,LATE_2020_2022,3,MOMENTUM,74,0.00011092970940132244
KOSDAQ,ACT5,LOW30,LATE_2020_2022,3,REVISION,74,0.00022985722963652839
KOSDAQ,ACT5,LOW30,LATE_2020_2022,3,VALUE,74,-0.00011792363573322777
KOSDAQ,ACT5,LOW30,LATE_2020_2022,4,FLOW,74,-0.0015143984207037064
KOSDAQ,ACT5,LOW30,LATE_2020_2022,4,MOMENTUM,74,-0.00040932152291679985
KOSDAQ,ACT5,LOW30,LATE_2020_2022,4,REVISION,74,-0.0013318494915249837
KOSDAQ,ACT5,LOW30,LATE_2020_2022,4,VALUE,74,-0.0010068913139401217
KOSDAQ,ACT5,LOW30,LATE_2020_2022,5,FLOW,74,0.00023205580591168214
KOSDAQ,ACT5,LOW30,LATE_2020_2022,5,MOMENTUM,74,-0.0010688307631790384
KOSDAQ,ACT5,LOW30,LATE_2020_2022,5,REVISION,74,-0.0010692515008446403
KOSDAQ,ACT5,LOW30,LATE_2020_2022,5,VALUE,74,-0.0015133328620709136
KOSDAQ,ACT5,LOW30,LATE_2020_2022,6,FLOW,74,0.00047431952556409535
KOSDAQ,ACT5,LOW30,LATE_2020_2022,6,MOMENTUM,74,0.0007504739937914371
KOSDAQ,ACT5,LOW30,LATE_2020_2022,6,REVISION,74,-0.0008144551612835533
KOSDAQ,ACT5,LOW30,LATE_2020_2022,6,VALUE,74,-0.001096007951669057
KOSDAQ,ACT5,LOW30,LATE_2020_2022,7,FLOW,74,0.001790569731966709
KOSDAQ,ACT5,LOW30,LATE_2020_2022,7,MOMENTUM,74,-5.444205258961285e-05
KOSDAQ,ACT5,LOW30,LATE_2020_2022,7,REVISION,74,-0.0013711748512061626
KOSDAQ,ACT5,LOW30,LATE_2020_2022,7,VALUE,74,-0.00041977077258328145
KOSDAQ,ACT5,LOW30,LATE_2020_2022,8,FLOW,74,0.0009772670194875311
KOSDAQ,ACT5,LOW30,LATE_2020_2022,8,MOMENTUM,74,0.0011723184526680466
KOSDAQ,ACT5,LOW30,LATE_2020_2022,8,REVISION,74,-0.0010692946916338604
KOSDAQ,ACT5,LOW30,LATE_2020_2022,8,VALUE,74,0.000905188663256297
KOSDAQ,ACT5,LOW30,LATE_2020_2022,9,FLOW,75,0.0018142411163516252
KOSDAQ,ACT5,LOW30,LATE_2020_2022,9,MOMENTUM,75,0.002613503928224373
KOSDAQ,ACT5,LOW30,LATE_2020_2022,9,REVISION,75,-0.000522904559358794
KOSDAQ,ACT5,LOW30,LATE_2020_2022,9,VALUE,75,0.0006309741010295981
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,0,FLOW,48,0.0009813692686696657
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,0,MOMENTUM,48,0.0021756498766494596
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,0,REVISION,48,0.0005987846753283362
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,0,VALUE,48,0.0020160985033283
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,1,FLOW,49,-0.0019095147174704539
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,1,MOMENTUM,49,0.0021574969260804095
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,1,REVISION,49,0.001601149555561706
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,1,VALUE,49,0.0019692283875190073
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,2,FLOW,49,-0.002325886955446739
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,2,MOMENTUM,49,0.0003062702942835744
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,2,REVISION,49,0.0012588876477329905
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,2,VALUE,49,0.00040838012720102046
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,3,FLOW,49,0.0017052855108670782
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,3,MOMENTUM,49,-0.0008123594864525628
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,3,REVISION,49,-0.0010358979526859584
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,3,VALUE,49,-1.0689119254111674e-05
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,4,FLOW,49,-0.0006146346617940104
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,4,MOMENTUM,49,0.00015806643747747794
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,4,REVISION,49,0.001627764369010959
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,4,VALUE,49,0.0015214016520547575
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,5,FLOW,49,0.0009579089489618487
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,5,MOMENTUM,49,0.0023262442143083552
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,5,REVISION,49,0.002297128495079377
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,5,VALUE,49,0.0005355239488684004
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,6,FLOW,49,-0.00016329343481197867
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,6,MOMENTUM,49,-0.00019099509580647482
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,6,REVISION,49,0.003290837217574841
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,6,VALUE,49,-0.0010849498428417695
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,7,FLOW,49,0.0003790069447092243
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,7,MOMENTUM,49,-0.0017364366860244257
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,7,REVISION,49,0.004102896967760634
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,7,VALUE,49,-0.0008083809961025952
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,8,FLOW,49,-0.004116359106279147
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,8,MOMENTUM,49,0.0009314791455657279
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,8,REVISION,49,0.0019357669555861278
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,8,VALUE,49,0.0010036980375085235
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,9,FLOW,49,-0.0008172838223897158
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,9,MOMENTUM,49,0.0024653330357706157
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,9,REVISION,49,0.001282104245084657
KOSDAQ,ACT5,LOW30,NORMAL_2023_2024,9,VALUE,49,0.0035653955849731054
KOSDAQ,ACT5,LOW30,YTD_2026,0,FLOW,13,0.0023382829070932305
KOSDAQ,ACT5,LOW30,YTD_2026,0,MOMENTUM,13,0.009441804590227261
KOSDAQ,ACT5,LOW30,YTD_2026,0,REVISION,13,0.0051862774482107354
KOSDAQ,ACT5,LOW30,YTD_2026,0,VALUE,13,-0.0029608539645771745
KOSDAQ,ACT5,LOW30,YTD_2026,1,FLOW,13,-0.007162443234238442
KOSDAQ,ACT5,LOW30,YTD_2026,1,MOMENTUM,13,0.007324252953569589
KOSDAQ,ACT5,LOW30,YTD_2026,1,REVISION,13,-0.0008017681029921375
KOSDAQ,ACT5,LOW30,YTD_2026,1,VALUE,13,0.0035775043766935613
KOSDAQ,ACT5,LOW30,YTD_2026,2,FLOW,14,-0.0033571425480785322
KOSDAQ,ACT5,LOW30,YTD_2026,2,MOMENTUM,14,0.0020445150460371457
KOSDAQ,ACT5,LOW30,YTD_2026,2,REVISION,14,0.00530513893426856
KOSDAQ,ACT5,LOW30,YTD_2026,2,VALUE,14,-0.0010068720903130626
KOSDAQ,ACT5,LOW30,YTD_2026,3,FLOW,14,0.0008666082603535982
KOSDAQ,ACT5,LOW30,YTD_2026,3,MOMENTUM,14,-0.002044957074398199
KOSDAQ,ACT5,LOW30,YTD_2026,3,REVISION,14,0.0033551578891943125
KOSDAQ,ACT5,LOW30,YTD_2026,3,VALUE,14,-0.0022042003739992607
KOSDAQ,ACT5,LOW30,YTD_2026,4,FLOW,14,-0.0005371071524077382
KOSDAQ,ACT5,LOW30,YTD_2026,4,MOMENTUM,14,-0.0010693231233944004
KOSDAQ,ACT5,LOW30,YTD_2026,4,REVISION,14,0.0013924401064779348
KOSDAQ,ACT5,LOW30,YTD_2026,4,VALUE,14,-0.0030065643910028752
KOSDAQ,ACT5,LOW30,YTD_2026,5,FLOW,14,-0.00750622637082255
KOSDAQ,ACT5,LOW30,YTD_2026,5,MOMENTUM,14,-0.0021394216170476186
KOSDAQ,ACT5,LOW30,YTD_2026,5,REVISION,14,0.0007517366231228183
KOSDAQ,ACT5,LOW30,YTD_2026,5,VALUE,14,-0.0013140322129043828
KOSDAQ,ACT5,LOW30,YTD_2026,6,FLOW,14,-0.001190172026202789
KOSDAQ,ACT5,LOW30,YTD_2026,6,MOMENTUM,14,-0.0029290659511350204
KOSDAQ,ACT5,LOW30,YTD_2026,6,REVISION,14,0.00018764311090344193
KOSDAQ,ACT5,LOW30,YTD_2026,6,VALUE,14,-0.0034771052863650956
KOSDAQ,ACT5,LOW30,YTD_2026,7,FLOW,14,0.003637147095270531
KOSDAQ,ACT5,LOW30,YTD_2026,7,MOMENTUM,14,-0.009586500890573887
KOSDAQ,ACT5,LOW30,YTD_2026,7,REVISION,14,0.0037225538349134717
KOSDAQ,ACT5,LOW30,YTD_2026,7,VALUE,14,-0.0005293280326363504
KOSDAQ,ACT5,LOW30,YTD_2026,8,FLOW,14,-0.008522140523403646
KOSDAQ,ACT5,LOW30,YTD_2026,8,MOMENTUM,14,-0.005926391942770755
KOSDAQ,ACT5,LOW30,YTD_2026,8,REVISION,14,-0.004299501444567659
KOSDAQ,ACT5,LOW30,YTD_2026,8,VALUE,14,-0.007723701578961386
KOSDAQ,ACT5,LOW30,YTD_2026,9,FLOW,13,-0.007695914152687071
KOSDAQ,ACT5,LOW30,YTD_2026,9,MOMENTUM,13,-0.0041482651750258505
KOSDAQ,ACT5,LOW30,YTD_2026,9,REVISION,13,-0.004018294916179401
KOSDAQ,ACT5,LOW30,YTD_2026,9,VALUE,13,-0.013377233112535945
KOSDAQ,AMIHUD20,TOP05,BULL_2025,0,FLOW,25,0.00039023750855892494
KOSDAQ,AMIHUD20,TOP05,BULL_2025,0,MOMENTUM,25,0.00041737316455686533
KOSDAQ,AMIHUD20,TOP05,BULL_2025,0,REVISION,25,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,0,VALUE,25,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,1,FLOW,25,-0.00011496162367505131
KOSDAQ,AMIHUD20,TOP05,BULL_2025,1,MOMENTUM,25,2.7136350778806662e-05
KOSDAQ,AMIHUD20,TOP05,BULL_2025,1,REVISION,25,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,1,VALUE,25,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,2,FLOW,24,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,2,MOMENTUM,24,0.0002649156051764946
KOSDAQ,AMIHUD20,TOP05,BULL_2025,2,REVISION,24,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,2,VALUE,24,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,3,FLOW,24,0.0003011967727975552
KOSDAQ,AMIHUD20,TOP05,BULL_2025,3,MOMENTUM,24,0.0003667773831082288
KOSDAQ,AMIHUD20,TOP05,BULL_2025,3,REVISION,24,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,3,VALUE,24,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,4,FLOW,24,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,4,MOMENTUM,24,0.0002838860457125116
KOSDAQ,AMIHUD20,TOP05,BULL_2025,4,REVISION,24,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,4,VALUE,24,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,5,FLOW,24,-9.233778402697715e-05
KOSDAQ,AMIHUD20,TOP05,BULL_2025,5,MOMENTUM,24,0.0001955386294833287
KOSDAQ,AMIHUD20,TOP05,BULL_2025,5,REVISION,24,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,5,VALUE,24,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,6,FLOW,24,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,6,MOMENTUM,24,0.00018621969610745372
KOSDAQ,AMIHUD20,TOP05,BULL_2025,6,REVISION,24,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,6,VALUE,24,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,7,FLOW,24,9.850116859730675e-05
KOSDAQ,AMIHUD20,TOP05,BULL_2025,7,MOMENTUM,24,5.4100980843973384e-05
KOSDAQ,AMIHUD20,TOP05,BULL_2025,7,REVISION,24,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,7,VALUE,24,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,8,FLOW,24,0.0001357761517484884
KOSDAQ,AMIHUD20,TOP05,BULL_2025,8,MOMENTUM,24,0.00042451082989225833
KOSDAQ,AMIHUD20,TOP05,BULL_2025,8,REVISION,24,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,8,VALUE,24,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,9,FLOW,24,0.0001247856294589849
KOSDAQ,AMIHUD20,TOP05,BULL_2025,9,MOMENTUM,24,0.00042116117912893345
KOSDAQ,AMIHUD20,TOP05,BULL_2025,9,REVISION,24,0.0
KOSDAQ,AMIHUD20,TOP05,BULL_2025,9,VALUE,24,0.0
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,0,FLOW,96,-8.539921298850513e-08
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,0,MOMENTUM,96,0.0009703905745904847
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,0,REVISION,96,0.000261286869157619
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,0,VALUE,96,0.000237648469372393
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,1,FLOW,96,0.00012779364789713925
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,1,MOMENTUM,96,0.0007631365209703391
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,1,REVISION,96,0.0004803639330807005
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,1,VALUE,96,0.00015978588419468737
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,2,FLOW,96,9.396916611753598e-05
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,2,MOMENTUM,96,0.0006162326966871727
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,2,REVISION,96,0.0005342971123260777
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,2,VALUE,96,0.0002040840092270924
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,3,FLOW,96,-4.6801037828839814e-05
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,3,MOMENTUM,96,0.00063732276409786
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,3,REVISION,96,0.000316100387795276
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,3,VALUE,96,0.0004699393575111228
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,4,FLOW,97,0.00013857248556125153
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,4,MOMENTUM,97,0.0007066900766793222
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,4,REVISION,97,0.0005736188902537211
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,4,VALUE,97,0.0004007937106887342
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,5,FLOW,97,0.00013159225694822944
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,5,MOMENTUM,97,0.0007620879725107361
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,5,REVISION,97,0.00019289658762137863
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,5,VALUE,97,0.00039657595164633354
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,6,FLOW,97,0.00015062367224556966
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,6,MOMENTUM,97,0.0006565287305060393
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,6,REVISION,97,0.0004892777379919693
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,6,VALUE,97,0.00028829746018141735
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,7,FLOW,97,0.0003451035524189287
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,7,MOMENTUM,97,0.000865687050441364
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,7,REVISION,97,0.0007551962027565787
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,7,VALUE,97,0.00038929916319474983
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,8,FLOW,97,0.0002621838024754629
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,8,MOMENTUM,97,0.0006046080932026061
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,8,REVISION,97,0.0004328938473275647
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,8,VALUE,97,0.0004348785618636431
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,9,FLOW,96,6.913700175806273e-05
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,9,MOMENTUM,96,0.0009553848667885477
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,9,REVISION,96,0.000348040032951305
KOSDAQ,AMIHUD20,TOP05,EARLY_2016_2019,9,VALUE,96,0.00024890782295656865
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,0,FLOW,75,0.000171050460452838
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,0,MOMENTUM,75,0.00025144267880027694
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,0,REVISION,75,-0.00021487100406697513
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,0,VALUE,75,-0.00016349663773858948
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,1,FLOW,74,2.9932882252594254e-05
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,1,MOMENTUM,74,0.0005047868316980466
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,1,REVISION,74,-4.1476373823964263e-05
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,1,VALUE,74,1.5280890962754952e-05
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,2,FLOW,74,-1.4489534765747756e-06
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,2,MOMENTUM,74,0.00018623727669997973
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,2,REVISION,74,-2.99911076600805e-05
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,2,VALUE,74,-6.614655004737656e-05
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,3,FLOW,74,0.00017905437771670386
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,3,MOMENTUM,74,-7.755438464760543e-05
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,3,REVISION,74,-6.605338679233691e-05
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,3,VALUE,74,-5.546690575111305e-05
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,4,FLOW,74,0.00011843401452056163
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,4,MOMENTUM,74,-0.00020568266539797457
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,4,REVISION,74,7.750334590159259e-05
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,4,VALUE,74,-0.00033178816311995213
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,5,FLOW,74,0.0003715654638575251
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,5,MOMENTUM,74,0.00017310420539579576
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,5,REVISION,74,8.998545387917632e-05
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,5,VALUE,74,-0.00013595298630385914
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,6,FLOW,74,0.0004521238748051215
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,6,MOMENTUM,74,0.00021637995538390388
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,6,REVISION,74,0.00022778251062298928
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,6,VALUE,74,0.0003917902749410453
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,7,FLOW,74,0.00039973411663675473
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,7,MOMENTUM,74,-1.6975096986640737e-05
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,7,REVISION,74,0.00034134344877513183
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,7,VALUE,74,0.00040413352523363457
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,8,FLOW,74,0.00020701651592086476
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,8,MOMENTUM,74,0.0004223244045260478
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,8,REVISION,74,0.0003651795901806717
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,8,VALUE,74,0.00012323507308060748
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,9,FLOW,75,0.00018717610698453557
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,9,MOMENTUM,75,0.0002155466712679517
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,9,REVISION,75,9.43235900570157e-05
KOSDAQ,AMIHUD20,TOP05,LATE_2020_2022,9,VALUE,75,-0.00013278312712517392
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,0,FLOW,48,0.00026487605586943304
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,0,MOMENTUM,48,0.0005276035874050986
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,0,REVISION,48,5.817254450291269e-05
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,0,VALUE,48,-5.175744489559596e-05
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,1,FLOW,49,6.269395194663979e-05
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,1,MOMENTUM,49,0.0002309624885848394
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,1,REVISION,49,0.0002491899669568937
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,1,VALUE,49,-2.7199831012824846e-05
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,2,FLOW,49,0.0002100326143395964
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,2,MOMENTUM,49,0.00011015413340125436
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,2,REVISION,49,0.00022898217616677984
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,2,VALUE,49,-0.00012233216328481967
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,3,FLOW,49,8.151702302739255e-05
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,3,MOMENTUM,49,8.287453670501522e-05
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,3,REVISION,49,0.0008554805598180792
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,3,VALUE,49,3.107136019991148e-05
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,4,FLOW,49,0.00011799097900096692
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,4,MOMENTUM,49,0.00024119219361417614
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,4,REVISION,49,0.0001535686201897435
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,4,VALUE,49,7.350776574811031e-06
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,5,FLOW,49,9.70384192563112e-05
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,5,MOMENTUM,49,7.88644300114541e-06
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,5,REVISION,49,0.0007037469189230269
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,5,VALUE,49,1.2160655488835887e-05
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,6,FLOW,49,1.9655063149612242e-05
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,6,MOMENTUM,49,-2.634292761395429e-05
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,6,REVISION,49,0.00030620963720257407
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,6,VALUE,49,8.593966089416738e-06
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,7,FLOW,49,-0.00018444703144923635
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,7,MOMENTUM,49,7.673703700223837e-05
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,7,REVISION,49,0.00028424489039507496
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,7,VALUE,49,4.106149932694883e-06
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,8,FLOW,49,6.932601277665737e-05
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,8,MOMENTUM,49,1.0661057665683875e-06
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,8,REVISION,49,0.0002895058731530788
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,8,VALUE,49,3.3318260677989674e-05
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,9,FLOW,49,0.00020757075277284855
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,9,MOMENTUM,49,0.0003731478762963125
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,9,REVISION,49,0.0002738572489685109
KOSDAQ,AMIHUD20,TOP05,NORMAL_2023_2024,9,VALUE,49,-2.415484560928373e-05
KOSDAQ,AMIHUD20,TOP05,YTD_2026,0,FLOW,13,-0.00017020633027163342
KOSDAQ,AMIHUD20,TOP05,YTD_2026,0,MOMENTUM,13,-0.0008638492064050455
KOSDAQ,AMIHUD20,TOP05,YTD_2026,0,REVISION,13,0.0
KOSDAQ,AMIHUD20,TOP05,YTD_2026,0,VALUE,13,0.0
KOSDAQ,AMIHUD20,TOP05,YTD_2026,1,FLOW,13,-0.00036346856979811243
KOSDAQ,AMIHUD20,TOP05,YTD_2026,1,MOMENTUM,13,-0.0002507192831960624
KOSDAQ,AMIHUD20,TOP05,YTD_2026,1,REVISION,13,0.0
KOSDAQ,AMIHUD20,TOP05,YTD_2026,1,VALUE,13,0.0
KOSDAQ,AMIHUD20,TOP05,YTD_2026,2,FLOW,14,-0.0005330112811354583
KOSDAQ,AMIHUD20,TOP05,YTD_2026,2,MOMENTUM,14,-0.0008203024374130644
KOSDAQ,AMIHUD20,TOP05,YTD_2026,2,REVISION,14,0.0
KOSDAQ,AMIHUD20,TOP05,YTD_2026,2,VALUE,14,0.0
KOSDAQ,AMIHUD20,TOP05,YTD_2026,3,FLOW,14,-0.00011609300751258486
KOSDAQ,AMIHUD20,TOP05,YTD_2026,3,MOMENTUM,14,-0.001502146657720536
KOSDAQ,AMIHUD20,TOP05,YTD_2026,3,REVISION,14,0.0
KOSDAQ,AMIHUD20,TOP05,YTD_2026,3,VALUE,14,0.0
KOSDAQ,AMIHUD20,TOP05,YTD_2026,4,FLOW,14,-0.00047888502223083964
